SchoolCode,Phase,School,AddressLine1,AddressLine2,AddressLine3,PostCode,X_REF,Y_REF,Telephone,Email,Website,Headteacher,NumberOfPupils,NumberOfPlacesAvailable,Area,AgeRangeMinimum,AgeRangeMaximum,Nearest,"Non Nearest","Priority 1A","Priority 1B","Priority 2","Priority 3","Priority 4","Priority 5",Allocated,"EHCP / Statement",LAC,"Nearest Placed","Non Nearest Placed",Placed,SEN,Siblings,Notes,"Better Access","Breakfast Club","Childrens Centre","Cycle Storage","Designated School Bus","Free Foundation Education","Fully integrated early education","Out of School Care","Parents Waiting Shelter","Reduction in Car Travel","Road Safety Training","Safe Route to School","School Crossing Patrol","School Travel Plan","SIF Required","Special Needs","Walking Initiative","Yellow Bus"
2465,Primary,"Templenewsam Halton Primary School (Foundation)","Pinfold Lane",,Leeds,"LS15 7SY",435373,433682,"0113 293 0314",info@templenewsamhalton.leeds.sch.uk,http://www.templenewsamhalton.leeds.sch.uk/,"Mrs K Patel",423,60,E,3,11,0.59,0.605,,,16,33,11,,,,,,,,,,"Priority 3 (their policy)",,1,,,,1,,1,1,1,1,,1,1,,,,1
3044,Primary,"Thorner Church of England Primary School",Kirkhills,Thorner,Leeds,"LS14 3JD",438241,440549,"0113 289 2541",office@thornerschool.org.uk,http://www.thorner.leeds.sch.uk,"Mrs Whawell",180,30,NE,4,11,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,1,1,,,1,,1,
2312,Primary,"Thorpe Primary School","Dolphin Lane",Thorpe,Wakefield,"WF3 3DG",431438,426527,"0113 336 8760",jeannette.mccormack@thorpe.leeds.sch.uk,http://www.thorpe.leeds.sch.uk,"Mr S McCarthy",196,30,S,3,11,0.399,,,,18,,13,,,,,,,,,,"Not all nearest allocated",1,,,1,,1,,,1,1,1,,,1,,,1,
2348,Primary,"Tranmere Park Primary School","Ridge Close, Tranmere Park",Guiseley,Leeds,"LS20 6JJ",418069,441733,"0194 387 5050",secretary@tranmerepark.leeds.sch.uk,http://www.tranmerepark.leeds.sch.uk,"Mrs K Finley",357,45,NW,4,11,1.011,0.522,,,18,,26,1,,,,,,,,,,1,,,1,,,,1,1,1,1,,,1,,,1,
3928,Primary,"Valley View Community Primary School","Coal Hill Drive",Rodley,Leeds,"LS13 1DD",422593,435580.4,"0113 255 4972",office@valleyviewschool.org.uk,http://www.valleyview-pri.leeds.sch.uk,"Mrs S Griggs",290,60,W,4,11,0.555,0.935,,,21,,18,21,,,,,,,,,,,1,,1,,1,1,1,1,,1,,1,1,,,1,
2454,Primary,"Victoria Primary School","Ivy Avenue",,Leeds,"LS9 9ER",432906,433851,"0113 248 2449",info@victoria-pri.leeds.sch.uk,http://www.victoria-pri.leeds.sch.uk,"Mrs A Carrick",391,60,E,3,11,0.421,0.751,,,22,,20,18,,,,,,,,,,1,1,1,1,,1,,1,1,,1,1,1,1,,,1,
2421,Primary,"Weetwood Primary School","Weetwood Lane",,Leeds,"LS16 5NW",427550,437083,"0113 336 8040",kmason@weetwoodprimary.co.uk,http://www.weetwoodschool.co.uk,"Mrs T Wyatt",210,30,NW,3,11,0.35,,1,,11,,18,,,,,,,,,,"Not all nearest allocated",1,1,,1,,1,,1,,,1,,1,,,,1,
2364,Primary,"Westbrook Lane Primary School","Westbrook Lane",Horsforth,Leeds,"LS18 5AH",423681,439042,"0113 258 7913",info@westbrooklane.leeds.sch.uk,http://www.westbrooklaneprimaryschool.co.uk/,"Mrs A Turner (Acting)",214,30,NW,4,11,0.445,,,,15,,15,,,,,,,,,,"Not all nearest allocated",,,,,,1,,1,1,,1,,1,1,,,1,
2297,Primary,"Westerton Primary School","Hesketh Lane",Tingley,Wakefield,"WF3 1AR",427853,425395,"0113 253 3504",office@westerton.org.uk,http://www.westerton.leeds.sch.uk,"Mrs S Makin",633,90,S,3,11,0.678,0.996,2,,38,,25,25,,,,,,,,,,1,,,1,,1,,,1,,1,,1,1,,,1,
2403,Primary,"Westgate Primary School","Scarborough Road",Otley,Leeds,"LS21 3JS",419646,445273,"0194 346 2349",info@westgateprimary.co.uk,http://www.westgateprimary.co.uk,"Ms H R Carpenter",216,30,NW,3,11,0.505,,,,13,,17,,,,,,,,,,"Not all nearest allocated",1,1,,1,,1,1,,1,1,1,,1,1,,,1,
2478,Primary,"Westwood Primary School (Foundation)","Bodmin Garth",,Leeds,"LS10 4NU",429365,427958,"0113 271 2420",Westwood@westwoodandclapgate.org,http://www.westwood.leeds.sch.uk,"Mrs Z Adams",305,40,S,3,11,0.869,4.36,,,15,,15,10,,,,,,,,,,1,1,,,,1,,,,,1,,,1,,,1,
4111,Secondary,"Wetherby High School (Foundation)","Hallfield Lane",Wetherby,Leeds,"LS22 6JS",440756,448333,"0193 752 2500",office@wetherbyhigh.co.uk,http://www.wetherbyhigh.co.uk,"Ms A K Barnes",913,170,NE,11,18,,,,,,,,,125/170,,,,,,,46,,,,,1,1,,,,,1,,1,,1,,,,
3045,Primary,"Wetherby St James Church of England Primary School","Hallfield Lane",Wetherby,Leeds,"LS22 6JS",440881,448500,"0193 758 3379",stjames@aol.com,http://wetherbystjames.schooljotter2.com/,"Mr D Walsh",76,20,NE,3,11,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,1,,,1,,,,
2493,Primary,"Whingate Primary School","Whingate Road",,Leeds,"LS12 3DS",426193,433126,"0113 263 8910",secretary@whingate.com,http://www.whingate.leeds.sch.uk,"Mr S Myers",390,60,W,3,11,0.345,,,,29,,31,,,,,,,,,,"Not all nearest allocated",1,,,1,,1,,,1,1,1,1,1,1,,,,
3912,Primary,"Whinmoor St Pauls Church of England Primary School (Voluntary Aided)","Whinmoor Crescent",,Leeds,"LS14 1EG",435417,437957,"0113 265 7250",secretary@whinmoorstpauls.co.uk,http://www.whinmoorstpauls.co.uk,"Mrs S Storey",209,30,E,3,11,,,,,,,,,,,,,,,,,,1,1,,1,,1,,1,1,,1,,,1,,,1,
2456,Primary,"White Laith Primary School","Naburn Drive",,Leeds,"LS14 2BL",436059,437348,"0113 293 0280",secretary@whitelaith.leeds.sch.uk,http://www.whitelaith.leeds.sch.uk,"Mrs N Sheerin",218,30,E,3,11,0.386,0.676,1,,17,,5,7,,,,,,,,,,,1,,1,,1,1,1,,1,1,,,1,,,1,
2494,Primary,"Whitecote Primary School","Wellington Grove",,Leeds,"LS13 2LQ",424627,435759,"0113 216 4800",office@whitecote.co.uk,http://www.whitecote.leeds.sch.uk,"Ms K Allan",385,60,W,3,11,,,,,,,,,,,,,,,,,,1,1,,1,,1,,1,1,1,1,,,1,,,1,
2466,Primary,"Whitkirk Primary School (Foundation)","Templegate Walk",,Leeds,"LS15 0EU",435969,433154,"0113 260 6203",headteacher@whitkirk.leeds.sch.uk,http://www.whitkirk.org/,"Mr S Clark",370,60,E,4,11,0.286,1.228,,,32,,6,22,,,,,,,,,,,,,1,,,1,1,1,,1,1,1,1,,,1,
2390,Primary,"Wigton Moor Primary School","Barfield Crescent",,Leeds,"LS17 8RU",431854,440111,"0113 268 2341",office@wigtonmoor.leeds.sch.uk,http://www.wigtonmoor.leeds.sch.uk,"Mrs Bown",408,60,NE,4,11,0.73,,,,25,,35,,,,,,,,,,"Not all nearest allocated",,,,1,,,,1,1,,1,,,1,,,1,
2471,Primary,"Windmill Primary School","Windmill Road",,Leeds,"LS10 3HQ",431035,429587,"0113 271 2115",sally.sumpner@musicfederation.co.uk,http://www.musicfederation.co.uk,"Mrs S Sumpner",362,60,S,4,11,0.441,0.41,1,,23,,35,1,,,,,,,,,,,1,1,1,,1,1,,1,1,1,,,1,,,1,
4105,Secondary,"Woodkirk Academy","Rein Road",Tingley,Leeds,"WF3 1JQ",427441,425968,"0113 887 3600",headteacher@woodkirk.leeds.sch.uk,http://www.woodkirkacademy.co.uk,"Mr J B White",1795,300,S,11,18,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,
2008,Primary,"Woodlands Primary Academy","Foundry Place",,Leeds,"LS9 6DA",432643,435163,"0113 240 7382",headteacher@woodlands.leeds.sch.uk,http://www.woodlands.coop,"Mr C Walton",420,60,E,3,11,0.341,0.492,,,27,,17,16,,,,,,,,,,1,1,,,,1,,1,,,1,1,1,1,,,,
2314,Primary,"Woodlesford Primary School","Church Street",Woodlesford,Leeds,"LS26 8RD",436497,429133,"0113 393 4416",info@woodlesford.leeds.sch.uk,http://www.woodlesford.leeds.sch.uk,"Robin Scott",425,60,S,3,11,0.496,1.074,,,24,,21,15,,,,,,,,,,1,,,1,1,1,,1,1,1,1,,1,1,,,1,
2457,Primary,"Wykebeck Primary School","Brander Street",,Leeds,"LS9 6QH",433640,434593,"0113 249 1525",amy.lavin@wykebeckprimary.co.uk,http://www.wykebeck.leeds.sch.uk/,"Ms J Millington",349,60,E,3,11,,,,,,,,,,,,,,,,,,1,1,,1,,1,,1,1,1,1,,,1,,,1,
2358,Infant,"Yeadon Westfield Infant School","Westifield Grove",Yeadon,Leeds,"LS19 7NQ",419745,440827,"0113 250 5449",head@westfieldinfants.co.uk,http://westfieldinfants.co.uk,"Ms Lowry",180,60,NW,3,7,0.347,0.78,2,,24,,26,8,,,,,,,,,,1,,,1,,1,1,1,1,,,1,,1,,,1,
2324,Junior,"Yeadon Westfield Junior School","New Road",Yeadon,Leeds,"LS19 7HQ",419894,440961,"0113 250 3395",office@yeadonwestfieldjuniorschool.co.uk,http://www.yeadonwestfield-jun.leeds.sch.uk,"Ms Piotrowicz",215,60,NW,7,11,,,,,,,,,,,,,,,,,,1,,,1,,,1,1,1,1,1,,1,1,,,1,
